 10.2.2.0 - 10.2.2.255 ( United Kingdom, London )
 169.254.65.0 - 169.254.65.255 ( Canada, Ontario, Toronto )
 169.254.66.0 - 169.254.66.255 ( Canada, Ontario, Toronto )
 169.254.67.0 - 169.254.67.255 ( United States, New Jersey, Jersey City )
 169.254.68.0 - 169.254.68.255 ( Singapore, Singapore )
 169.254.70.0 - 169.254.70.255 ( United States, New York, New York )
 169.254.71.0 - 169.254.71.255 ( United States, Minnesota, Minneapolis )
 169.254.72.0 - 169.254.72.255 ( Canada, Ontario, Toronto )
 169.254.73.0 - 169.254.73.255 ( Canada, Ontario, Toronto )
 169.254.74.0 - 169.254.74.255 ( Canada, Ontario, Toronto )
 169.254.75.0 - 169.254.75.255 ( United States, New York, New York )
 169.254.77.0 - 169.254.77.255 ( Canada, Ontario, Toronto )
 169.254.79.0 - 169.254.79.255 ( United Kingdom, London )
 169.254.80.0 - 169.254.80.255 ( Canada, Ontario, Mississauga )
 169.254.81.0 - 169.254.81.255 ( United States, New York, New York )
 169.254.82.0 - 169.254.82.255 ( Canada, Quebec, Montreal )
 169.254.83.0 - 169.254.83.255 ( United States, New York, New York )
 169.254.85.0 - 169.254.85.255 ( Canada, Ontario, North York )
 169.254.86.0 - 169.254.86.255 ( United States, New York, New York )
 169.254.87.0 - 169.254.87.255 ( Canada, Ontario, Toronto )
 169.254.88.0 - 169.254.88.255 ( United States, New Jersey, Jersey City )
 169.254.89.0 - 169.254.89.255 ( Canada, Ontario, North York )
 169.254.90.0 - 169.254.90.255 ( Canada, Ontario, Toronto )
 169.254.91.0 - 169.254.91.255 ( Cayman Islands, Eastern, George Town )
 169.254.92.0 - 169.254.92.255 ( Canada, Quebec, Montreal )
 169.254.93.0 - 169.254.93.255 ( Canada, Alberta, Calgary )
 169.254.95.0 - 169.254.95.255 ( Canada, Ontario, Mississauga )
 169.254.96.0 - 169.254.96.255 ( United States, New Jersey, Jersey City )
 169.254.97.0 - 169.254.97.255 ( Cayman Islands, Eastern, George Town )
 169.254.99.0 - 169.254.99.255 ( Canada, Ontario, Mississauga )
 169.254.100.0 - 169.254.100.255 ( Canada, Ontario, Toronto )
 169.254.101.0 - 169.254.101.255 ( Canada, Ontario, Toronto )
 169.254.102.0 - 169.254.102.255 ( Canada, Ontario, Toronto )
 169.254.103.0 - 169.254.103.255 ( Canada, Ontario, Toronto )
 169.254.104.0 - 169.254.104.255 ( Canada, Manitoba, Winnipeg )
 169.254.106.0 - 169.254.106.255 ( Canada, Ontario, Toronto )
 169.254.107.0 - 169.254.107.255 ( Canada, Quebec, St Laurent )
 169.254.108.0 - 169.254.108.255 ( Canada, Ontario, Toronto )
 169.254.109.0 - 169.254.109.255 ( Canada, British Columbia, Coquitlam )
 169.254.110.0 - 169.254.110.255 ( Canada, Nova Scotia, Sydney )
 169.254.111.0 - 169.254.111.255 ( United States, Minnesota, Minneapolis )
 169.254.113.0 - 169.254.113.255 ( Canada, Ontario, Mississauga )
 169.254.114.0 - 169.254.114.255 ( Canada, Ontario, Toronto )
 169.254.115.0 - 169.254.115.255 ( Canada, Ontario, Toronto )
 169.254.116.0 - 169.254.116.255 ( Canada, Ontario, Toronto )
 169.254.117.0 - 169.254.117.255 ( Canada, Ontario, Niagara Falls )
 169.254.118.0 - 169.254.118.255 ( Canada, Manitoba, Winnipeg )
 169.254.119.0 - 169.254.119.255 ( Canada, Ontario, Thornhill )
 169.254.120.0 - 169.254.120.255 ( United States, New York, New York )
 169.254.121.0 - 169.254.121.255 ( Canada, Ontario, Toronto )
 169.254.122.0 - 169.254.122.255 ( United Kingdom, London )
 169.254.123.0 - 169.254.123.255 ( United States, New Jersey, Jersey City )
 169.254.124.0 - 169.254.124.255 ( United States, New York, New York )
 169.254.125.0 - 169.254.125.255 ( United States, New Jersey, Jersey City )
 169.254.127.0 - 169.254.127.255 ( Canada, Ontario, Toronto )
 169.254.128.0 - 169.254.128.255 ( Cayman Islands, Eastern, George Town )
 169.254.129.0 - 169.254.129.255 ( Canada, Ontario, Toronto )
 169.254.130.0 - 169.254.130.255 ( Canada, Ontario, Toronto )
 169.254.131.0 - 169.254.131.255 ( Canada, Ontario, Toronto )
 169.254.132.0 - 169.254.132.255 ( Canada, Ontario, Toronto )
 169.254.133.0 - 169.254.133.255 ( Canada, Alberta, Calgary )
 169.254.134.0 - 169.254.134.255 ( Canada, Quebec, Gatineau )
 169.254.135.0 - 169.254.135.255 ( Canada, Ontario, Toronto )
 169.254.136.0 - 169.254.136.255 ( Canada, Ontario, Mississauga )
 169.254.137.0 - 169.254.137.255 ( Canada, Ontario, Toronto )
 169.254.138.0 - 169.254.138.255 ( Cayman Islands, Eastern, George Town )
 169.254.139.0 - 169.254.139.255 ( Hong Kong, Hong Kong )
 169.254.140.0 - 169.254.140.255 ( Canada, Saskatchewan, Prince Albert )
 169.254.141.0 - 169.254.141.255 ( United States, New Jersey, Jersey City )
 169.254.142.0 - 169.254.142.255 ( Canada, Ontario, Toronto )
 169.254.143.0 - 169.254.143.255 ( Canada, Ontario, Toronto )
 169.254.144.0 - 169.254.144.255 ( Canada, Ontario, London )
 169.254.145.0 - 169.254.145.255 ( Canada, Ontario, Toronto )
 169.254.148.0 - 169.254.148.255 ( Canada, Ontario, Toronto )
 169.254.149.0 - 169.254.149.255 ( Canada, British Columbia, Vancouver )
 169.254.150.0 - 169.254.150.255 ( Canada, Ontario, Toronto )
 169.254.151.0 - 169.254.151.255 ( Canada, Ontario, Toronto )
 169.254.152.0 - 169.254.152.255 ( United States, Illinois, Chicago )
 169.254.153.0 - 169.254.153.255 ( Canada, Ontario, Mississauga )
 169.254.154.0 - 169.254.154.255 ( Canada, British Columbia, Vancouver )
 169.254.155.0 - 169.254.155.255 ( Canada, Ontario, Toronto )
 169.254.156.0 - 169.254.156.255 ( United States, Minnesota, Minneapolis )
 169.254.157.0 - 169.254.157.255 ( Canada, Ontario, Toronto )
 169.254.158.0 - 169.254.158.255 ( Canada, Ontario, Toronto )
 169.254.160.0 - 169.254.160.255 ( Canada, Ontario, Toronto )
 169.254.162.0 - 169.254.162.255 ( Canada, Ontario, Toronto )
 169.254.163.0 - 169.254.163.255 ( United Kingdom, London )
 169.254.164.0 - 169.254.164.255 ( Canada, Ontario, Toronto )
 169.254.165.0 - 169.254.165.255 ( United States, New Jersey, Jersey City )
 169.254.167.0 - 169.254.167.255 ( United States, New Jersey, Jersey City )
 169.254.168.0 - 169.254.168.255 ( Canada, Ontario, Toronto )
 169.254.169.0 - 169.254.169.255 ( Canada, Ontario, Toronto )
 169.254.171.0 - 169.254.171.255 ( Canada, British Columbia, Vancouver )
 169.254.172.0 - 169.254.172.255 ( Canada, Ontario, Toronto )
 169.254.173.0 - 169.254.173.255 ( Canada, Ontario, Toronto )
 169.254.174.0 - 169.254.174.255 ( Canada, Ontario, Toronto )
 169.254.175.0 - 169.254.175.255 ( Canada, Quebec, Montreal )
 169.254.176.0 - 169.254.176.255 ( Australia, New South Wales, Sydney )
 169.254.177.0 - 169.254.177.255 ( Canada, Ontario, Toronto )
 169.254.178.0 - 169.254.178.255 ( Canada, Ontario, Toronto )
 169.254.179.0 - 169.254.179.255 ( Canada, Ontario, Toronto )
 169.254.180.0 - 169.254.180.255 ( Canada, Ontario, Toronto )
 169.254.181.0 - 169.254.181.255 ( United States, New Jersey, Jersey City )
 169.254.182.0 - 169.254.182.255 ( Canada, British Columbia, Vancouver )
 169.254.183.0 - 169.254.183.255 ( Canada, Quebec, Montreal )
 169.254.184.0 - 169.254.184.255 ( Canada, British Columbia, Surrey )
 169.254.185.0 - 169.254.185.255 ( Canada, Ontario, Toronto )
 169.254.189.0 - 169.254.189.255 ( Canada, Ontario, Renfrew )
 169.254.191.0 - 169.254.191.255 ( Hong Kong, Hong Kong )
 169.254.192.0 - 169.254.192.255 ( Canada, Ontario, Toronto )
 169.254.193.0 - 169.254.193.255 ( Canada, Ontario, Toronto )
 169.254.194.0 - 169.254.194.255 ( Bahamas, New Providence, Nassau )
 169.254.195.0 - 169.254.195.255 ( Canada, Ontario, Toronto )
 169.254.196.0 - 169.254.196.255 ( Canada, Ontario, Toronto )
 169.254.198.0 - 169.254.198.255 ( Canada, Ontario, Toronto )
 169.254.199.0 - 169.254.199.255 ( Canada, Ontario, Toronto )
 169.254.202.0 - 169.254.202.255 ( Canada, British Columbia, New Westminster )
 169.254.203.0 - 169.254.203.255 ( Canada, Ontario, Toronto )
 169.254.205.0 - 169.254.205.255 ( Canada, Ontario, Toronto )
 169.254.206.0 - 169.254.206.255 ( United States, New York, New York )
 169.254.207.0 - 169.254.207.255 ( Canada, Manitoba, Winnipeg )
 169.254.209.0 - 169.254.209.255 ( Barbados, Christ Church, Bridgetown )
 169.254.210.0 - 169.254.210.255 ( Canada, Alberta, Calgary )
 169.254.211.0 - 169.254.211.255 ( Canada, Ontario, Mississauga )
 169.254.212.0 - 169.254.212.255 ( Canada, Ontario, Mississauga )
 169.254.213.0 - 169.254.213.255 ( Canada, Ontario, Toronto )
 169.254.214.0 - 169.254.214.255 ( Bahamas, New Providence, Nassau )
 169.254.215.0 - 169.254.215.255 ( Canada, Ontario, Toronto )
 169.254.216.0 - 169.254.216.255 ( Canada, Ontario, Toronto )
 169.254.217.0 - 169.254.217.255 ( Canada, Ontario, Toronto )
 169.254.218.0 - 169.254.218.255 ( Canada, Ontario, Toronto )
 169.254.219.0 - 169.254.219.255 ( Canada, Ontario, Toronto )
 169.254.220.0 - 169.254.220.255 ( Bahamas, New Providence, Nassau )
 169.254.221.0 - 169.254.221.255 ( Canada, Ontario, Toronto )
 169.254.222.0 - 169.254.222.255 ( Barbados, Christ Church, Bridgetown )
 169.254.223.0 - 169.254.223.255 ( Canada, Newfoundland, St John's )
 169.254.224.0 - 169.254.224.255 ( Trinidad and Tobago, Port-of-Spain, Port of Spain )
 169.254.225.0 - 169.254.225.255 ( Hong Kong, Hong Kong )
 169.254.226.0 - 169.254.226.255 ( Canada, Ontario, Toronto )
 169.254.227.0 - 169.254.227.255 ( United States, Illinois, Chicago )
 169.254.228.0 - 169.254.228.255 ( Canada, Ontario, Toronto )
 169.254.229.0 - 169.254.229.255 ( Canada, Ontario, Toronto )
 169.254.230.0 - 169.254.230.255 ( Canada, Alberta, Calgary )
 169.254.231.0 - 169.254.231.255 ( Canada, Ontario, Toronto )
 169.254.232.0 - 169.254.232.255 ( United States, New York, New York )
 169.254.233.0 - 169.254.233.255 ( Canada, Ontario, Toronto )
 169.254.234.0 - 169.254.234.255 ( Canada, Ontario, Toronto )
 169.254.235.0 - 169.254.235.255 ( Canada, Ontario, Toronto )
 169.254.236.0 - 169.254.236.255 ( Canada, Ontario, Toronto )
 169.254.237.0 - 169.254.237.255 ( Canada, Ontario, Toronto )
 169.254.238.0 - 169.254.238.255 ( United States, Arizona, Phoenix )
 169.254.239.0 - 169.254.239.255 ( Canada, Ontario, Toronto )
 169.254.240.0 - 169.254.240.255 ( Canada, Ontario, Mississauga )
 169.254.241.0 - 169.254.241.255 ( Canada, Ontario, Mississauga )
 169.254.242.0 - 169.254.242.255 ( United States, New Jersey, Jersey City )
 169.254.243.0 - 169.254.243.255 ( Barbados, Christ Church, Bridgetown )
 169.254.244.0 - 169.254.244.255 ( Canada, British Columbia, Vancouver )
 169.254.247.0 - 169.254.247.255 ( Canada, Ontario, Toronto )
 169.254.248.0 - 169.254.248.255 ( United States, Minnesota, Minneapolis )
 169.254.249.0 - 169.254.249.255 ( Canada, Ontario, Toronto )
 169.254.250.0 - 169.254.250.255 ( Canada, Ontario, Toronto )
 169.254.251.0 - 169.254.251.255 ( Canada, Ontario, Thunder Bay )
 169.254.253.0 - 169.254.253.255 ( Canada, Ontario, Mississauga )
 169.254.254.0 - 169.254.254.255 ( Canada, Ontario, Toronto )
 169.254.255.0 - 169.254.255.255 ( Canada, British Columbia, Victoria )
 170.250.96.0 - 170.250.96.255 ( United States, New York, New York )
 172.10.12.0 - 172.10.12.255 ( United States, New Jersey, Jersey City )
 172.16.0.0 - 172.16.0.255 ( Canada, Ontario, Toronto )
 172.16.1.0 - 172.16.1.255 ( Canada, Saskatchewan, Saskatoon )
 172.16.7.0 - 172.16.7.255 ( Canada, Ontario, Toronto )
 172.16.9.0 - 172.16.9.255 ( Canada, Ontario, Toronto )
 172.16.12.0 - 172.16.12.255 ( Canada, Ontario, Toronto )
 172.16.20.0 - 172.16.20.255 ( Canada, British Columbia, Vancouver )
 172.16.21.0 - 172.16.21.255 ( Luxembourg, Luxembourg, Luxembourg )
 172.16.32.0 - 172.16.32.255 ( United Kingdom, Edinburgh )
 172.16.33.0 - 172.16.33.255 ( United Kingdom, Edinburgh )
 172.16.34.0 - 172.16.34.255 ( United Kingdom, Edinburgh )
 172.16.37.0 - 172.16.37.255 ( Canada, Ontario, Toronto )
 172.16.40.0 - 172.16.40.255 ( France, Ile-de-France, Paris )
 172.16.41.0 - 172.16.41.255 ( Canada, British Columbia, Kelowna )
 172.16.42.0 - 172.16.42.255 ( Canada, Ontario, Toronto )
 172.16.43.0 - 172.16.43.255 ( Canada, Ontario, Toronto )
 172.16.44.0 - 172.16.44.255 ( Switzerland, Ticino, Lugano )
 172.16.52.0 - 172.16.52.255 ( Canada, Nova Scotia, Halifax )
 172.16.56.0 - 172.16.56.255 ( Switzerland, Vaud, Lausanne )
 172.16.59.0 - 172.16.59.255 ( Canada, Alberta, Calgary )
 172.16.60.0 - 172.16.60.255 ( Canada, Saskatchewan, Regina )
 172.16.61.0 - 172.16.61.255 ( Canada, Ontario, Toronto )
 172.16.67.0 - 172.16.67.255 ( Canada, Ontario, Toronto )
 172.16.68.0 - 172.16.68.255 ( Germany, Hessen, Frankfurt AM Main )
 172.16.72.0 - 172.16.72.255 ( France, Ile-de-France, Paris )
 172.16.75.0 - 172.16.75.255 ( Canada, British Columbia, Vancouver )
 172.16.76.0 - 172.16.76.255 ( Ireland, Dublin, Dublin )
 172.16.78.0 - 172.16.78.255 ( Canada, Ontario, Toronto )
 172.16.84.0 - 172.16.84.255 ( Spain, Madrid, Madrid )
 172.16.108.0 - 172.16.108.255 ( Barbados, Saint Michael, Collymore Rock )
 172.16.128.0 - 172.16.128.255 ( Bahamas, New Providence, Nassau )
 172.16.129.0 - 172.16.129.255 ( Bahamas, New Providence, Nassau )
 172.16.130.0 - 172.16.130.255 ( Bahamas, New Providence, Nassau )
 172.16.131.0 - 172.16.131.255 ( Bahamas, New Providence, Nassau )
 172.16.132.0 - 172.16.132.255 ( Bahamas, New Providence, Nassau )
 172.16.133.0 - 172.16.133.255 ( Bahamas, New Providence, Nassau )
 172.16.143.0 - 172.16.143.255 ( Canada, Alberta, Edmonton )
 172.16.144.0 - 172.16.144.255 ( Canada, Ontario, Toronto )
 172.16.148.0 - 172.16.148.255 ( Bahamas, New Providence, Nassau )
 172.16.149.0 - 172.16.149.255 ( Canada, British Columbia, Westbank )
 172.16.150.0 - 172.16.150.255 ( United States, New York, New York )
 172.16.151.0 - 172.16.151.255 ( Canada, Ontario, Toronto )
 172.16.154.0 - 172.16.154.255 ( United States, New York, New York )
 172.16.157.0 - 172.16.157.255 ( Canada, Ontario, Toronto )
 172.16.160.0 - 172.16.160.255 ( Bahamas, New Providence, Nassau )
 172.16.164.0 - 172.16.164.255 ( Bahamas, New Providence, Nassau )
 172.16.165.0 - 172.16.165.255 ( Bahamas, New Providence, Nassau )
 172.16.166.0 - 172.16.166.255 ( Bahamas, New Providence, Nassau )
 172.16.168.0 - 172.16.168.255 ( Bahamas, New Providence, Eleuthera )
 172.16.169.0 - 172.16.169.255 ( Bahamas, New Providence, Nassau )
 172.16.170.0 - 172.16.170.255 ( Bahamas, New Providence, Eleuthera )
 172.16.172.0 - 172.16.172.255 ( Bahamas, New Providence, Andros )
 172.16.174.0 - 172.16.174.255 ( Bahamas, Bimini, Bimini )
 172.16.178.0 - 172.16.178.255 ( Bahamas, New Providence, Nassau )
 172.16.180.0 - 172.16.180.255 ( Bahamas, New Providence, Nassau )
 172.16.182.0 - 172.16.182.255 ( Bahamas, New Providence, Nassau )
 172.16.184.0 - 172.16.184.255 ( Bahamas, New Providence, Nassau )
 172.16.188.0 - 172.16.188.255 ( Bahamas, New Providence, Long Island )
 172.16.194.0 - 172.16.194.255 ( Bahamas, New Providence, Nassau )
 172.16.196.0 - 172.16.196.255 ( Bahamas, New Providence, Nassau )
 172.16.198.0 - 172.16.198.255 ( Bahamas, Marsh Harbour, Abaco )
 172.16.200.0 - 172.16.200.255 ( Canada, Ontario, Toronto )
 172.16.202.0 - 172.16.202.255 ( Bahamas, New Providence, Eleuthera )
 172.16.206.0 - 172.16.206.255 ( Bahamas, New Providence, Nassau )
 172.16.209.0 - 172.16.209.255 ( Bahamas, New Providence, Nassau )
 172.16.212.0 - 172.16.212.255 ( Bahamas, Marsh Harbour, Abaco )
 172.16.213.0 - 172.16.213.255 ( Turks and Caicos Islands, Providenciales )
 172.16.214.0 - 172.16.214.255 ( Bahamas, New Providence, Nassau )
 172.16.216.0 - 172.16.216.255 ( Bahamas, New Providence, Nassau )
 172.16.248.0 - 172.16.248.255 ( Australia, New South Wales, Sydney )
 172.16.250.0 - 172.16.250.255 ( Bahamas, Freeport, Freeport )
 172.16.252.0 - 172.16.252.255 ( Canada, Alberta, Strathmore )
 172.17.1.0 - 172.17.1.255 ( United Kingdom, London )
 172.17.2.0 - 172.17.2.255 ( United Kingdom, London )
 172.17.48.0 - 172.17.48.255 ( Canada, Alberta, Calgary )
 172.18.8.0 - 172.18.8.255 ( United States, New York, New York )
 172.18.61.0 - 172.18.61.255 ( Canada, Ontario, Toronto )
 172.18.93.0 - 172.18.93.255 ( Canada, Saskatchewan, Regina )
 172.18.128.0 - 172.18.128.255 ( Canada, Ontario, Mississauga )
 172.18.144.0 - 172.18.144.255 ( Canada, Manitoba, Winnipeg )
 172.18.146.0 - 172.18.146.255 ( Canada, British Columbia, Vancouver )
 172.18.147.0 - 172.18.147.255 ( United States, Washington, Seattle )
 172.18.154.0 - 172.18.154.255 ( Canada, Ontario, Toronto )
 172.18.155.0 - 172.18.155.255 ( Canada, Ontario, Toronto )
 172.18.186.0 - 172.18.186.255 ( Canada, Saskatchewan, Regina )
 172.18.215.0 - 172.18.215.255 ( Canada, Saskatchewan, Regina )
 172.18.254.0 - 172.18.254.255 ( Canada, Saskatchewan, Regina )
 172.19.11.0 - 172.19.11.255 ( Canada, Ontario, Toronto )
 172.19.21.1 - 172.19.21.255 ( Canada, Ontario, GCC )
 172.19.22.1 - 172.19.22.255 ( Canada, Ontario, GCC )
 172.19.39.1 - 172.19.39.255 ( Canada, Ontario, GCC LAB )
 172.19.131.0 - 172.19.131.255 ( Canada, Ontario, Toronto )
 172.19.151.1 - 172.19.151.255 ( Canada, Ontario, GCC )
 172.19.183.1 - 172.19.183.255 ( Canada, Ontario, GCC )
 172.19.227.0 - 172.19.227.255 ( Canada, Ontario, Toronto )
 172.19.246.0 - 172.19.246.255 ( Malaysia, Selangor, Cyberjaya )
 172.20.0.0 - 172.20.0.255 ( Australia, New South Wales, Sydney )
 172.20.1.0 - 172.20.1.255 ( Canada, Ontario, Toronto )
 172.20.2.0 - 172.20.2.255 ( Canada, Ontario, Toronto )
 172.20.3.0 - 172.20.3.255 ( Canada, Ontario, Toronto )
 172.20.5.0 - 172.20.5.255 ( Canada, Prince Edward Island, Charlottetown )
 172.20.6.0 - 172.20.6.255 ( Canada, Ontario, Toronto )
 172.20.7.0 - 172.20.7.255 ( United States, New York, New York )
 172.20.9.0 - 172.20.9.255 ( Canada, Ontario, Toronto )
 172.20.10.0 - 172.20.10.255 ( Canada, Ontario, Toronto )
 172.20.15.0 - 172.20.15.255 ( Saint Vincent and the Grenadines, Saint George, Kingstown )
 172.20.20.0 - 172.20.20.255 ( United States, Minnesota, Minneapolis )
 172.20.27.0 - 172.20.27.255 ( United States, Minnesota, Minneapolis )
 172.20.32.0 - 172.20.32.255 ( United States, California, Los Angeles )
 172.20.34.0 - 172.20.34.255 ( Canada, Ontario, Toronto )
 172.20.39.0 - 172.20.39.255 ( United States, New Jersey, Jersey City )
 172.20.45.0 - 172.20.45.255 ( United States, Delaware, Wilmington )
 172.20.48.0 - 172.20.48.255 ( Canada, Nunavut, Rankin Inlet )
 172.20.50.0 - 172.20.50.255 ( United States, New York, New York )
 172.20.10.0 - 172.20.10.255 ( Canada, Ontario, Toronto )
 172.20.15.0 - 172.20.15.255 ( Saint Vincent and the Grenadines, Saint George, Kingstown )
 172.20.20.0 - 172.20.20.255 ( United States, Minnesota, Minneapolis )
 172.20.27.0 - 172.20.27.255 ( United States, Minnesota, Minneapolis )
 172.20.32.0 - 172.20.32.255 ( United States, California, Los Angeles )
 172.20.34.0 - 172.20.34.255 ( Canada, Ontario, Toronto )
 172.20.39.0 - 172.20.39.255 ( United States, New Jersey, Jersey City )
 172.20.45.0 - 172.20.45.255 ( United States, Delaware, Wilmington )
 172.20.48.0 - 172.20.48.255 ( Canada, Nunavut, Rankin Inlet )
 172.20.50.0 - 172.20.50.255 ( United States, New York, New York )
 172.20.51.0 - 172.20.51.255 ( Canada, Ontario, Toronto )
 172.20.54.0 - 172.20.54.255 ( United Kingdom, London )
 172.20.55.0 - 172.20.55.255 ( Luxembourg, Luxembourg, Esch-Sur-Alzette )
 172.20.75.0 - 172.20.75.255 ( United States, New Jersey, Jersey City )
 172.20.98.0 - 172.20.98.255 ( United States, New York, New York )
 172.20.101.0 - 172.20.101.255 ( United States, New Jersey, Jersey City )
 172.21.1.0 - 172.21.1.255 ( Canada, Ontario, Toronto )
 172.21.4.0 - 172.21.4.255 ( Canada, Ontario, Toronto )
 172.21.6.0 - 172.21.6.255 ( Trinidad and Tobago, Port-of-Spain, Port of Spain )
 172.21.139.0 - 172.21.139.255 ( Canada, British Columbia, Vancouver )
 172.22.32.0 - 172.22.32.255 ( Canada, British Columbia, Campbell River )
 172.22.53.0 - 172.22.53.255 ( Canada, Ontario, Toronto )
 172.22.54.0 - 172.22.54.255 ( Canada, Ontario, Toronto )
 172.22.102.1 - 172.22.102.255 ( Canada, Ontario, GCC )
 172.22.113.1 - 172.22.113.255 ( Canada, Ontario, GCC )
 172.22.120.1 - 172.22.120.255 ( Canada, Ontario, GCC )
 172.22.122.1 - 172.22.122.255 ( Canada, Ontario, GCC )
 172.22.124.1 - 172.22.124.255 ( Canada, Ontario, GCC )
 172.22.199.1 - 172.22.199.255 ( Canada, Ontario, GCC )
 172.23.1.0 - 172.23.1.255 ( Canada, Ontario, Toronto )
 172.24.1.0 - 172.24.1.255 ( United States, New York, New York )
 172.24.66.1 - 172.24.66.255 ( Canada, Ontario, SCC )
 172.24.69.1 - 172.24.69.255 ( Canada, Ontario, SCC )
 172.24.72.1 - 172.24.72.255 ( Canada, Ontario, SCC )
 172.24.74.1 - 172.24.74.255 ( Canada, Ontario, SCC )
 172.24.78.1 - 172.24.78.255 ( Canada, Ontario, SCC )
 172.24.88.1 - 172.24.88.255 ( Canada, Ontario, SCC )
 172.24.89.1 - 172.24.89.255 ( Canada, Ontario, SCC )
 172.24.129.1 - 172.24.129.255 ( Canada, Ontario, SCC )
 172.25.2.0 - 172.25.2.255 ( United States, New York, New York )
 172.26.24.0 - 172.26.24.255 ( United Arab Emirates, Dubai, Dubai )
 172.26.36.0 - 172.26.36.255 ( Canada, Ontario, Toronto )
 172.26.132.0 - 172.26.132.255 ( Barbados, Saint Michael, Collymore Rock )
 172.26.136.0 - 172.26.136.255 ( Barbados, Christ Church, Bridgetown )
 172.26.137.0 - 172.26.137.255 ( Barbados, Christ Church, Bridgetown )
 172.26.138.0 - 172.26.138.255 ( Barbados, Christ Church, Bridgetown )
 172.26.139.0 - 172.26.139.255 ( Barbados, Christ Church, Bridgetown )
 172.26.145.0 - 172.26.145.255 ( Barbados, Saint Michael, Collymore Rock )
 172.26.146.0 - 172.26.146.255 ( Barbados, Saint Michael, Collymore Rock )
 172.26.147.0 - 172.26.147.255 ( Barbados, Saint Michael, Collymore Rock )
 172.26.156.0 - 172.26.156.255 ( Barbados, Saint Michael, Black Rock )
 172.26.160.0 - 172.26.160.255 ( Barbados, Saint James, St James )
 172.26.172.0 - 172.26.172.255 ( Dominica, Saint George, Roseau )
 172.26.180.0 - 172.26.180.255 ( Saint Kitts and Nevis, Saint George Basseterre, Basseterre )
 172.26.184.0 - 172.26.184.255 ( Saint Kitts and Nevis, Saint George Basseterre, Basseterre )
 172.26.200.0 - 172.26.200.255 ( Saint Lucia, Castries, Castries )
 172.26.208.0 - 172.26.208.255 ( Saint Lucia, Castries, Castries )
